Bicicleta;1;1.0;false;41.70320810658789;-0.9706748329551391
Bicicleta;22;5.9870164466451;false;41.679035003765314;-0.7805622378644134
Bicicleta;33;15.296457655186977;false;41.601725121877536;-0.8142443647463758
Bicicleta;44;44.0;false;41.70320810658789;-0.9706748329551391
Bicicleta;55;55.0;false;41.70320810658789;-0.9706748329551391
Bicicleta;66;49.9870164466451;false;41.679035003765314;-0.7805622378644134
Bicicleta;77;77.0;false;41.70320810658789;-0.9706748329551391
Bicicleta;88;88.0;false;41.70320810658789;-0.9706748329551391
Bicicleta;99;99.0;false;41.70320810658789;-0.9706748329551391
Bicicleta;32;32.0;false;41.70320810658789;-0.9706748329551391
Bicicleta;43;26.11076784591692;false;41.67719434101902;-0.9839080356245529
Bicicleta;57;57.0;false;41.679035003765314;-0.7805622378644134
Moto pequeña;654;45.0;false;41.73337920888035;-0.865081673452646
